Number,Program Title,Program Type,Program Genre,Network,First Air Month,First Air Day,First Air Year,Last Air Month,Last Air Day,Last Air Year,Program Description
2750, Floor Show. ,Series, Variety," NBC, CBS",,,1949,,,1950," The program spotlights performances by jazz musicians. The series ran on NBC from January 1, 1949 to October 1, 1949; and on CBS from May 13, 1950 to June 24, 1950. Dick Levine is the producer. Host: Eddie Condon, Carl Reiner. Regulars: Wild Bill Davidson, Cutty Cuttshall, Sidney Bechet, Joe Bushkin, Billy Butterfield, Peewee Russell. Music: Eddie Condon's All Stars. "
2886, The Front Page. ,Series, Comedy-Drama, CBS,,,1949,,,1950," The comic escapades of Hildy Johnson, a reporter for the Center City Examiner, a small town newspaper. Based on the 1928Broadway play by Ben Hecht and Charles MacArthur. Walter Burns is the editor; Peggy Grant is Hildy's girlfriend. The series ran from September 29, 1949 to January 26, 1950. Cast: Mark Roberts {Hildy Johnson), John Daly {Walter Burns), Jan Shaw {Peggy Grant), Cliff Hall {Town Mayor). "
2890, Front Row Center. ,Series, Variety, DuMont,,,1949,,,1950," A musical revue that features guests from the Broadway Theater with comedian Frank Fontaine as the host. Host: Frank Fontaine. Regulars: Phil Leeds, Hal Lohman, Monica Moore, Joan Fields, Marian Bruce, Cass Franklin, Bibi Osterwald, Danny Shore. "
2969, Garroway at Large. ,Series, Variety, NBC,,,1949,,,1950," An informal program of music, songs and chatter with humorist Dave Garroway as the host. The series ran from April 16, 1949 to June  24, 1951. Ted Mills is the producer. Host: Dave Garroway. Regulars: Connie Russell, Jack Haskell, Betty Shetland, Aura Vainio, Cliff Norton, James Russell, Betty Chappel, Carolyn Gilbert, The Songsmiths. Announcer: Jack Haskell. Orchestra: Joseph Gallachio. "
3918, Inside U.S.A. with Chevrolet. ,Series, Variety, NBC,,,1949,,,1950," A program of music and songs, sponsored by Chevrolet, with singers Peter Lind Hayes and Mary Healy. Hosts: Peter Lind Hayes, Mary Healy. Regulars: Sheila Bond, Marion Colby. Orchestra: Jay Blackton. "
4275, Judy Splinters. ,Series, Children, NBC,,,1949,,,1950," Judy Splinters is the female dummy of ventriloquist Shirley Dinsdale. Judy is quite mischievous and while the series relates her antics, it focuses in particular on Judy's endless matchmaking attempts as she tries to find a husband for Shirley. Hostess: Shirley Dinsdale."
4697, The Life of Riley. ,Series, Comedy, DuMont,,,1949,,,1950," Chester A. Riley is a hard working man and loving husband and father who lives at 1313 Blue View Terrace in Los Angeles. He is married to Peggy (called Peg) and Barbara (""Babs"") and Chester Riley, Jr. (""Junior""). Chester is employed as a riveter for Stevenson Aircraft and Associates and earns $59 a week. He is struggling to provide a good life for his family but he is hampered somewhat by his knack for not only finding but causing comic complications at work and at home for always jumping to conclusions. Sharing in Chester's misadventure-prone life is his neighbor and co-worker, James (""Jim"") Madison Gillis and his wife, Olive, called ""Honeybee."" They are the parents of Egbert. Chester and Peg and Jim and Honeybee grew up in Brooklyn, New York, and were married in a double wedding ceremony before moving to California to begin new lives. Other Regulars: Digby ""Digger"" O'Dell, ""the friendly undertaker""; Carl Stevenson, Riley's boss; Waldo Bonny, Riley's friend; Millie, Carl's secretary; Simon, Babs' boyfriend (both attend North Hollywood High School). Cast: Jackie Gleason {Chester A. Riley), Rosemary DeCamp {Peg Riley), Gloria Winters {Barbara ""Babs"" Riley), Lanny Rees {Chester Riley, Jr.), Sid Tomack {Jim Gillis), Maxine Semon {Olive ""Honeybee"" Gillis), George McDonald {Egbert Gillis), John Brown {Digby ""Digger"" O Dell), Bob Jellison {Waldo Binny), Bill Green {Carl Stevenson), Emory Parnell {Carl Stevenson; later), Mary Treen {Millie), Jimmy Lydon {Simon Vanderhopper) . Announcer: James Wallington. "
4770, The Little Revue. ,Series, Variety, ABC,,,1949,,,1950," A live, half-hour program of music, song and comedy from Chicago (the title is derived from the fact that the series is half as long as other variety series). The series aired from September 4, 1949 to December 11, 1949; and from March 17, 1950 to April 28, 1950. Host: Bill Sherry. Regulars: Gloria Van, Nancy Evans, Dick Larkin, Billy Johnson, Dick France. Orchestra: Rex Maupin. "
4994, Majority Rules. ,Series, Game, ABC,,,1949,,,1950," The object calls for a panel of three players to answer a question based on a majority decision. After a question is read, the players confer on an answer but before it can be stated, at least two players must agree that the answer they have chosen is correct. If they are correct, points are scored and prizes are awarded based on scores: the higher the score, the better the prizes. The series ran from September 2, 1949 to July 30, 1950. Host: Ed Prentiss. "
5267," Melody, Harmony, Rhythm. ",Series, Variety, NBC,,,1949,,,1950," A twice-weekly series of music and songs with singer Lynne Barrett as the host. The series aired from December 13, 1949 to February 16, 1950. Hostess: Lynne Barrett. Regulars: Carol Reed, Charles Dobson. "
5668, Mysteries of Chinatotvn. ,Series, Crime Drama, ABC,,,1949,,,1950," Yat Fu's is a curio shop at 1302 Golden Avenue in San Francisco's Chinatown. Dr. Yat Fu is its owner, an amateur crime sleuth who helps the police solve crimes. Ah Toy is his beautiful niece and shop assistant and sometimespartner in crime solving; she lives with her uncle at 0734 Magnolia Street. Dr. Yat Fu works closely with Lieutenant Hargrove of the S.F.PD.'s Homicide Bureau. When East Coast commitments forced Bill Eythe to leave the live West Coast-produced series, his Hargrove character was killed during ""a volley of slugs pouring out of a Chinatown alley."" He was replaced by Richard Crane as Lieutenant Cummings (when commitments called Crane away from the show, Cummings was not killed off; he was simply contacted by phone and not seen). Mysteries of Chinatown is a unique show for its time, as no expense was spared to make authentic sets. While shows like Captain Video had a weekly props budget of $25 in 1949, ""Mysteries"" spent more than $10,000 just to furnish the set. Some of the most notable props were a genuine teakwood tabaret valued at $3,000, a real Chinese sacred urn (so ornate it couldn't be replaced; valued at $1,500) and two genuine opium pipes, each over 155 years old. The program also employed four exterior sets and four interior sets (which cost many thousands of dollars and took one thousand man hours to build). Topping it off was $5,000 worth of theatrical lights to illuminate the eight sets. Cast: Marvin Miller {Dr. Yat Fu), Gloria Saunders {Ah Toy), Bill Eythe {Lt. Hargrove), Richard Crane {Lt. Cummings). "
6102, The O'Neills. ,Series, Serial, DuMont,,,1949,,,1950," The dramatic story of Peggy O'Neill, a young widowed fashion designer and her struggles to raise her two children, Janice and Eddie. The series, adapted from the radio program of the same title, ran from September 6, 1949 to January 10, 1950. Cast: Vera Allen {Peggy O'Neill), Janice Gilbert {Janice ONeill), Michael Lawson {Eddie ONeill), Ian Martin {Bill ONeill), Celia Bubkin {Mrs. Levy), Ben Fishbein {Mr. Levy), Jane West {Mrs. Bailey). "
6287, The Paul Arnold Show. ,Series, Variety, CBS,,,1949,,,1950," A weekly program of music and songs with singer Paul Arnold as the host. The series ran from October 24, 1949 to June 23, 1950. "
7441, Silver Theater. ,Series, Anthology, CBS,,,1949,,,1950," Live and filmed programs that emphasize both the comedic and dramatic sides of romance. Sponsored by the International Sterling Company. Host: Conrad Nagel. Performers Include: Eva Gabor, Marsha Hunt, Louise Albritton, Faye Emerson, Kim Hunter, Burgess Meredith, George Reeves, Henry Morgan, Vicki Cummings, Chico Marx, Margaret Hamilton, William Frawley, Carol Bruce, Glenda Farrell, Glenn Corbett, Ward Bond, Geraldine Brooks, Nancy Coleman, Ilka Chase, Nancy Kelly, Diana Lynn, Don DeFore, James Lipton, Pamela Britton, Gig Young. "
7613, The Sonny Kendis Show. ,Series, Variety, CBS,,,1949,,,1950," Singer-musician Sonny Kendis hosts a program of music and songs that ran from April 18, 1949 to January 6, 1950. He is assisted by vocalist Gigi Durston. "
7688, Spin the Picture. ,Series, Game, DuMont,,,1949,,,1950," A rapidly spun picture is flashed on the screen, followed by a verbal clue. A telephone call is placed to a home viewer (post card selection) who is then asked to identify the picture. A merchandise prize is awarded if he can; an additional prize is added to the jackpot if he is unable; the player receives a consolation prize. Later episodes drop the telephone call and uses players selected from the studio audience. The series ran from June  18, 1949 to February 4, 1950. Host: Carl Caruso, Eddie Dunn, Kathi Norris. Regulars: Shaye Coogan, Bob Dunn. Music: Jerry Shad's Quartet. "
7894, Strictly for Laughs. ,Series, Comedy, CBS,,,1949,,,1950," The humorous music of the Kirby Stone Quintet. The series, which ran from November 8, 1949 to June 23, 1950, is also known as The Kirby Stone Quintet. "
8203, That Wonderful Guy. ,Series, Comedy, ABC,,,1949,,,1950,"Evens in the life of Harold, a hopeful actor "
8247, Think Fast. ,Series, Game, ABC,,,1949,,,1950," The object calls for celebrity panelists to reach a throne by out talking each other on topics that are supplied to them. The wordiest talkers (without hesitation or repetition) are the winners. The series ran from March 26, 1949 to October 18, 1950. Hosts: Milton Gross (1949), Gypsy Rose Lee (1950). Panelists: Lois Wilson, Leon Janney, Eloise McElhone, Vivian Delia Chiesa, David Broekman. "
8339, Through Wendy's Window. ,Series, Interview, NBC,,,1949,,,1950," Wendy Barrie hosts a program of celebrity interviews and gossip that ran from December 22, 1949 to February 16, 1950. "
8897, The Warren Hull Show. ,Series, Interview, CBS,,,1949,,,1950," Warren Hull hosts a program of interviews featuring people from all walks of life. It ran from January 12, 1949 to June 3, 1949 and February 27 1950 to June 26, 1950. "
8950, The Wendy Barrie Show. ,Series, Interview, NBC,,,1949,,,1950, The alternate title for Through Wendy's Window. See this title for information. 
164, The Al Morgan Show. ,Series, Variety, DuMont,,,1949,,,1951, A live half-hour program of music and songs from Chicago hosted by singer Al Morgan. Don Cook is the producer. Host: Al Morgan. Music: The Billy Chandler Trio. 
1149, Cactus Jim. ,Series, Children, NBC,,,1949,,,1951," The program features edited versions of western theatrical features of the 1930s and 40s. The series, hosted by Cactus Jim, ran from October 31, 1949 to October 26, 1951. Cast: Clarence Hartzell {Cactus Jim), Bill Bailey {Cactus Jim; later). "
1438, The Children's Hour. ,Series, Children, NBC,,,1949,,,1951," The program, which ran from January 30, 1949 to May 26, 1951, features performances by pre-teen and teenage entertainment acts (each of whom hopes to impress a talent agent and find possible stardom). Host: Ed Herlihy. "
3333, Hands of Murder. ,Series, Anthology, DuMont,,,1949,,,1951," Dramatizations that depict the plight of people caught in a web of supernatural intrigue. The series is also known as Hands of Mystery and Hands of Destiny. The series ran as Hands of Murder from September 30, 1949 to April 7, 1950; as Hands of Destiny from April 14, 1950 to June 30, 1950; as Hands of Mystery from September 8, 1950 to May  18, 1951; and as Hands of Destiny from May 25, 1951 to December 25, 1951. The series produced 28 episodes as Hands of Murder, 42 episodes as Hands of Destiny and 37 episodes as Hands of Mystery. James L. Caddington is the producer. Performers Include: Marjorie Reynolds, Jack Palance, Edward Andrews, Peggy Conklin, Melba Rae, Ruth White, Henry Jones, Neva Patterson, Adelaide Klein, Joe E. Brown, Leo Carrillo, EUzabeth Ross, Wendy Drew, Anna Minot, George Reeves, Betty Garde, Frances Reid, Vinton Hayworth, John Marley, Truman Smith, Beverly Whitney, Jerome Thor, Karl Weber, Stephen Elliott, Herbert Rudley, William Redfield, Jeff Morrow, Joy Reese, Hal Cooper, Josephine Brown. "
3972, It Pays to Be Ignorant. ,Series, Game," CBS, NBC",,,1949,,,1951," Two players compete. Each player, in turn, picks a question from the Dunce Cap and reads it aloud (for example, ""What is the main ingredient in tomato soup?""). Three regular panelists are supposed to answer it but evade giving the correct response. The object is for the contestant, if at all possible, to get a word in and extract the right answer. Prizes are awarded accordingly _Êî basically for attempting to face the panel. Based on the long-running radio series of the same title. The series ran on CBS from June 6, 1949 to September 19,  1949; and on NBC from July 5, 1951 to September  27, 1951.Host: Tom Howard. Panelists: Harry McNaughton, George Shelton, Lulu McConnell. Vocalists: The Townsmen Quartet. Announcer: Dick Stark. Organist: Ray Morgan. "
4966, The Magic Cottage. ,Series, Children, DuMont,,,1949,,,1951," A magic cottage (where the make believe becomes real) is the setting for stories, fairytales, art instruction, games and other sources of entertainment geared to children. Hostess: Pat Meikle. Assistant: Robert Wilkinson."
5147, Masland at Home. ,Series, Variety," CBS, ABC",,,1949,,,1951," A program of music, songs and comedy sponsored by Masland carpets. The series ran on CBS from September 14, 1949 to June7, 1950; and on ABC from August 30, 1950 to February 2,  1951. Host: Earl Wrightson. Music: The Norman Paris Trio. "
5596, Music in Velvet. ,Series, Variety, ABC,,,1949,,,1951," A program of music, song and dance from Chicago that ran from January 16, 1949 to October 28, 1951. Ed Skitch is the producer. Host: Johnny Hill. Regulars: Don Lindley and the Velveteers. Orchestra: Rex Maupin."
6935, The Roberta Qtiinlan Show. ,Series, Variety, NBC,,,1949,,,1951," A program of music and songs with singer Roberta Quinlan as the host. The series ran from May 3, 1949 to November 23,  195L Hostess: Roberta Quinlan. Announcer: Bob Stanton. Music: The Harry Clark Trio, The Tony Mottola Trio, The Elliott Lawrence Orchestra. "
