id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years
266128,(1952-11-01),,7,1952,,,266116,,,
266129,(1952-11-08),,7,1952,,,266116,,,
266132,(1952-12-06),,7,1952,,,266116,,,
266133,(1952-12-27),,7,1952,,,266116,,,
266134,(1955-09-10),,7,1955,,,266116,,,
291599,"Biff Baker, U.S.A.",,2,1952,,B1262,,,,1952-1954
291600,11 Black,,7,1953,,B42,291599,1,14,
291601,Alpine Assignment,,7,1952,,A4152,291599,1,5,
291602,Black Lead,,7,1954,,B4243,291599,1,24,
291603,Blue Mosque,,7,1953,,B452,291599,1,11,
291604,Counterfeit Plates,,7,1952,,C5361,291599,1,7,
291605,Crash Landing,,7,1952,,C6245,291599,1,4,
291606,Death Ship,,7,1953,,D321,291599,1,10,
291607,Demolition Bomb,,7,1953,,D5435,291599,1,13,
291608,Detour to Cairo,,7,1953,,D3632,291599,1,18,
291609,Flight to Geneva,,7,1953,,F4232,291599,1,15,
291610,Flight to Istanbul,,7,1954,,F4232,291599,1,25,
291611,Golden Slippers,,7,1953,,G4352,291599,1,21,
291612,Gottingen,,7,1952,,G3525,291599,1,3,
291613,Grey Market,,7,1952,,G6562,291599,1,2,
291614,Koblen,,7,1952,,K145,291599,1,1,
291615,Lisbon,,7,1953,,L215,291599,1,16,
291616,London Incident,,7,1952,,L5352,291599,1,8,
291617,Mona Lisa,,7,1952,,M542,291599,1,6,
291618,Paris Perfume,,7,1953,,P6216,291599,1,9,
291619,Pattern in Algiers,,7,1954,,P3654,291599,1,22,
291620,Saigon Incident,,7,1953,,S2523,291599,1,12,
291621,The Hawaii Story,,7,1953,,H236,291599,1,20,
291622,The Jewel,,7,1954,,J4,291599,1,26,
291623,The Sisters Three,,7,1953,,S2362,291599,1,19,
291624,The Witness,,7,1953,,W352,291599,1,17,
291625,Trouble in Pakistan,,7,1954,,T6145,291599,1,23,
301078,Big Top,,2,1950,,B231,,,,1950-1957
301087,Big Town,,2,1950,,B235,,,,1950-1956
301088,(#1.10),,7,1950,,,301087,1,10,
301089,(#1.13),,7,1950,,,301087,1,13,
301090,(#1.15),,7,1951,,,301087,1,15,
301091,(#1.22),,7,1951,,,301087,1,22,
301092,(#1.3),,7,1950,,,301087,1,3,
301093,(#1.32),,7,1951,,,301087,1,32,
301094,(#1.4),,7,1950,,,301087,1,4,
301095,(#1.41),,7,1951,,,301087,1,41,
301096,(#1.5),,7,1950,,,301087,1,5,
301097,(#1.6),,7,1950,,,301087,1,6,
301098,(#1.7),,7,1950,,,301087,1,7,
301101,An Honest Man,,7,1953,,H5235,301087,4,12,
301102,Anything for Money,,7,1951,,A5352,301087,1,26,
301103,Applejack,,7,1953,,A142,301087,4,3,
301105,Babies for Sale,,7,1954,,B1216,301087,4,32,
301106,Baby Sitter,,7,1952,,B1236,301087,2,38,
301108,Baseball Story,,7,1953,,B2142,301087,4,1,
301111,Blind Justice,,7,1953,,B4532,301087,4,9,
301112,Blindspot,,7,1952,,B4532,301087,2,25,
301113,Box 243,,7,1951,,B2,301087,1,40,
301115,Breaking Point,,7,1952,,B6252,301087,2,23,
301118,By the Tracks,,7,1951,,B362,301087,2,1,
301119,Carnation Charlie,,7,1952,,C6535,301087,3,13,
301120,Caught,,7,1952,,C23,301087,2,27,
301121,Chance of a Lifetime,,7,1953,,C5214,301087,4,11,
301122,Child for Sale,,7,1952,,C4316,301087,2,32,
301123,Christmas Trimmings,,7,1951,,C6235,301087,2,13,
301124,Cinder Dick,,7,1952,,C5363,301087,2,35,
301128,Cottage in the Woods,,7,1951,,C3253,301087,1,39,
301130,Crime and Punishment,,7,1953,,C6531,301087,3,24,
301132,Cry Danger,,7,1951,,C6352,301087,1,14,
301133,Daner Detour,,7,1951,,D5636,301087,2,12,
301134,Dangerous,,7,1951,,D5262,301087,1,30,
301135,Dangerous Man,,7,1953,,D5262,301087,4,15,
301136,Dark Window,,7,1951,,D6253,301087,1,19,
301137,Dead Men Talk Too Much,,7,1952,,D3534,301087,2,33,
301138,Dead to Rights,,7,1954,,D3623,301087,4,37,
301139,Deadline,,7,1954,,D345,301087,4,24,
301143,Door to Nowhere,,7,1950,,D6356,301087,1,2,
301144,Dr. Damon's Dilemma,,7,1952,,D6352,301087,3,4,
301146,Embezzlement,,7,1952,,E5124,301087,3,8,
301149,Fall Guy,,7,1953,,F42,301087,4,14,
301150,Father and Son,,7,1952,,F3653,301087,3,7,
301151,"Fear, Inc.",,7,1953,,F652,301087,4,2,
301153,Fifty Dollar Bill,,7,1954,,F1346,301087,4,26,
301157,Four Hours to Live,,7,1954,,F6234,301087,4,39,
301159,Funland,,7,1952,,F5453,301087,2,24,
301162,Girl in Flight,,7,1950,,G6451,301087,1,12,
301164,Hit and Run,,7,1952,,H3536,301087,2,30,
301167,Honeymoon Cottage,,7,1951,,H5232,301087,1,35,
301169,Hot Rod,,7,1952,,H363,301087,3,12,
301172,I'll Ask Minnie,,7,1953,,I425,301087,3,28,
301174,Innocence Will Out,,7,1953,,I5252,301087,4,5,
301175,Innocent Target,,7,1954,,I5253,301087,4,31,
301178,Invitation to Death,,7,1954,,I5135,301087,4,38,
301179,Jeopardy,,7,1954,,J163,301087,4,35,
301182,Key Witness,,7,1951,,K352,301087,1,34,
301183,Kid Stuff,,7,1954,,K3231,301087,4,21,
301184,Killer for Hire,,7,1954,,K4616,301087,4,20,
301185,Lady in Black,,7,1952,,L3514,301087,2,29,
301186,Lady of the House,,7,1951,,L3132,301087,1,38,
301187,Lady's Man,,7,1951,,L325,301087,1,23,
301188,Locomotive Story,,7,1952,,L2531,301087,2,41,
301189,Lost Lady,,7,1954,,L2343,301087,4,34,
301190,Lovers Lane Bandit,,7,1954,,L1624,301087,4,36,
301191,Lynch Law,,7,1953,,L524,301087,3,25,
301192,Many Happy Returns,,7,1951,,M5163,301087,1,47,
301194,Marry My Past,,7,1952,,M6512,301087,2,36,
301196,Medical Report,,7,1951,,M3246,301087,1,24,
301199,Midnight Story,,7,1952,,M3523,301087,2,22,
301200,Miss Cinderella,,7,1951,,M2536,301087,1,21,
301201,Money to Burn,,7,1950,,M5316,301087,1,8,
301202,Moss Rose,,7,1952,,M262,301087,3,6,
301203,Mother's Day,,7,1953,,M3623,301087,3,39,
301204,Murder by Messenger,,7,1953,,M6361,301087,4,4,
301205,Mute Justice,,7,1954,,M3232,301087,4,28,
301207,Neighborhood Story,,7,1951,,N2163,301087,1,42,
301208,Night Trip,,7,1951,,N2361,301087,2,8,
301209,Nightclub Shakedown,,7,1953,,N2324,301087,3,23,
301210,Nightfall,,7,1952,,N2314,301087,2,26,
301211,Off Beat,,7,1951,,O13,301087,1,48,
301212,Off-Beat,,7,1950,,O13,301087,1,9,
301213,On Their Own,,7,1953,,O5365,301087,4,7,
301215,Paint Set,,7,1952,,P5323,301087,3,3,
301216,Planned Danger,,7,1954,,P4535,301087,4,22,
301217,Please Murder Me,,7,1952,,P4256,301087,3,5,
301219,Pot O' Gold,,7,1953,,P3243,301087,3,26,
301223,Pursuit,,7,1954,,P623,301087,4,29,
301225,Radiology Story,,7,1953,,R3423,301087,3,38,
301227,Red for Danger,,7,1951,,R3163,301087,2,2,
301229,Respectable Living Room,,7,1950,,R2123,301087,1,11,
301230,Return of the Hoodlum,,7,1953,,R3651,301087,4,16,
301231,Rich Kid,,7,1953,,R23,301087,3,27,
301232,Rugged Reverend,,7,1953,,R2361,301087,3,32,
301233,Run of Luck,,7,1951,,R5142,301087,1,16,
301235,Secret Past,,7,1953,,S2631,301087,3,31,
301238,Shoplifter,,7,1953,,S1413,301087,4,13,
301242,Solitaire,,7,1951,,S436,301087,2,14,
301243,Song and Dance,,7,1952,,S5253,301087,2,16,
301245,Spotlight,,7,1951,,S1342,301087,1,36,
301246,Success Story,,7,1951,,S236,301087,1,45,
301248,Table for Two,,7,1951,,T1416,301087,2,9,
301249,Tape Recorder,,7,1952,,T1626,301087,2,39,
301250,Taxi Dancer,,7,1953,,T2352,301087,4,17,
301253,The Assassination Story,,7,1953,,A2535,301087,3,18,
301254,The Auctioneer,,7,1954,,A2356,301087,4,25,
301255,The Bargain,,7,1952,,B625,301087,2,19,
301256,The Big Cheat,,7,1953,,B23,301087,3,37,
301258,The Big Wash,,7,1953,,B2,301087,3,22,
301259,The Black Room,,7,1951,,B4265,301087,2,3,
301261,The Box,,7,1951,,B2,301087,1,29,
301262,The Brother,,7,1952,,B636,301087,2,15,
301263,The Brothers,,7,1953,,B6362,301087,3,14,
301264,The Canary Shop,,7,1952,,C5621,301087,2,17,
301265,The Chinese Story,,7,1952,,C5236,301087,2,31,
301266,The Comeback,,7,1953,,C512,301087,3,35,
301267,The Confession,,7,1953,,C5125,301087,3,29,
301268,The Consulate,,7,1954,,C5243,301087,4,19,
301269,The Doll,,7,1951,,D4,301087,2,10,
301270,The Eliminator,,7,1953,,E4536,301087,3,36,
301271,The Emperor,,7,1953,,E516,301087,3,30,
301272,The Fifth Floor,,7,1951,,F1314,301087,2,5,
301273,The Firebug,,7,1952,,F612,301087,3,2,
301274,The First Robin,,7,1951,,F6236,301087,1,37,
301276,The Girl Next Door,,7,1951,,G6452,301087,2,11,
301275,The Girl in the Glass,,7,1951,,G6453,301087,1,46,
301277,The Gold Watch,,7,1953,,G432,301087,3,34,
301278,The Good Citizen,,7,1953,,G3232,301087,3,17,
301280,The Guilty Package,,7,1952,,G4312,301087,2,34,
301282,The Heir,,7,1954,,H6,301087,4,23,
301283,The Hero,,7,1952,,H6,301087,3,10,
301284,The Homestretch,,7,1953,,H5236,301087,3,20,
301285,The Honeymoon,,7,1952,,H5,301087,2,18,
301286,The Juke Box,,7,1951,,J212,301087,2,4,
301287,The Jurist,,7,1954,,J623,301087,4,30,
301289,The Laundress,,7,1952,,L5362,301087,2,21,
301290,The Long Way Home,,7,1953,,L525,301087,3,21,
301292,The Man Who Wanted to Die,,7,1952,,M53,301087,2,28,
301294,The Overcoat,,7,1951,,O1623,301087,1,20,
301295,The Palmer Methods,,7,1951,,P4565,301087,1,27,
301296,The Pay-Off,,7,1950,,P1,301087,1,1,
301299,The Return,,7,1951,,R365,301087,1,28,
301300,The Room,,7,1953,,R5,301087,4,10,
301303,The Sea Story,,7,1953,,S236,301087,3,19,
301305,The Shill,,7,1952,,S4,301087,3,11,
301307,The Story of Jerry Baxter,,7,1953,,S3612,301087,3,40,
301308,The Stranger,,7,1954,,S3652,301087,4,18,
301309,The Strawberry Blonde,,7,1951,,S3616,301087,1,18,
301310,The Suitor,,7,1951,,S36,301087,2,6,
301311,The Sunburst,,7,1951,,S5162,301087,1,31,
301312,The Three Rs,,7,1951,,T62,301087,2,7,
301313,The Turning Point,,7,1951,,T6521,301087,1,44,
301315,The Wallflower,,7,1952,,W4146,301087,2,20,
301316,The Warning,,7,1951,,W652,301087,1,25,
301317,The Woman's Page,,7,1951,,W5212,301087,1,43,
301318,The Youngest Yegg,,7,1952,,Y5232,301087,3,1,
301319,Third Floor Back,,7,1951,,T6314,301087,1,17,
301320,Thirty Days to Live,,7,1954,,T6323,301087,4,33,
301321,Ticket Racket,,7,1953,,T2362,301087,3,15,
301323,Tough Guy,,7,1952,,T2,301087,2,40,
301324,Train Story,,7,1953,,T6523,301087,4,8,
301327,Twelth Avenue Pirates,,7,1953,,T4315,301087,3,16,
301329,Walking Dead,,7,1954,,W4252,301087,4,27,
301330,Watch the Birdie,,7,1953,,W3231,301087,4,6,
301331,Waterfront,,7,1952,,W3616,301087,3,9,
301333,Wedding in Coral Point,,7,1952,,W3525,301087,2,37,
301335,Window Cleaner,,7,1951,,W5324,301087,1,33,
301336,Yesterday's Hero,,7,1953,,Y2363,301087,3,33,
304078,Billy Boone and Cousin Kib,,2,1950,,B4153,,,,1950-????
324804,Blues by Bargy,,2,1949,,B4216,,,,1949-1950
344414,Brave Eagle,,2,1955,,B6124,,,,1955-1956
344415,Ambush at Arrow Pass,,7,1956,,A5123,344414,1,26,
344416,Blood Brother,,7,1955,,B4316,344414,1,1,
344417,Code of a Chief,,7,1955,,C3121,344414,1,9,
344418,Cry of the Heron,,7,1955,,C6136,344414,1,2,
344419,Death Trap,,7,1956,,D361,344414,1,21,
344420,Face of Fear,,7,1955,,F216,344414,1,10,
344421,Gold of Haunted Mountain,,7,1955,,G4315,344414,1,4,
344422,Mask of Manitou,,7,1955,,M2153,344414,1,7,
344423,Medicine Drums,,7,1955,,M3253,344414,1,14,
344424,Moonfire,,7,1955,,M516,344414,1,6,
344425,Papoose,,7,1956,,P12,344414,1,16,
344426,Search for the Sun,,7,1955,,S6216,344414,1,5,
344427,Shield of Honor,,7,1955,,S4315,344414,1,12,
344428,The Challenge,,7,1955,,C452,344414,1,13,
344429,The Flight,,7,1955,,F423,344414,1,8,
344430,The Gentle Warrior,,7,1956,,G5346,344414,1,18,
344431,The Spirit of Hidden Valley,,7,1956,,S1631,344414,1,15,
344432,The Storm Fool,,7,1956,,S3651,344414,1,17,
344433,The Strange Animal,,7,1956,,S3652,344414,1,19,
344434,The Treachery of At-Ta-Tu,,7,1955,,T6261,344414,1,3,
344435,Trouble at Medicine Creek,,7,1956,,T6143,344414,1,25,
344436,Valley of Decision,,7,1956,,V4132,344414,1,23,
344437,Voice of the Serpent,,7,1955,,V2132,344414,1,11,
344438,War Paint,,7,1956,,W6153,344414,1,22,
344439,White Medicine Man,,7,1956,,W3532,344414,1,20,
344440,Witch Bear,,7,1956,,W3216,344414,1,24,
345122,Break the Bank,,2,1948,,B6231,,,,1948-1957
349508,Brenner,,2,1959,,B656,,,,1959-????
349510,Blind Spot,,7,1959,,B4532,349508,1,4,
349512,Crime Wave,,7,1959,,C651,349508,1,13,
349515,False Witness,,7,1959,,F4235,349508,1,1,
349516,Family Man,,7,1959,,F545,349508,1,3,
349518,"I, Executioner",,7,1959,,I2356,349508,1,7,
349520,Loan Shark,,7,1959,,L5262,349508,1,5,
349521,Man in the Middle,,7,1959,,M5353,349508,1,11,
349522,Monopoly on Fear,,7,1959,,M5145,349508,1,14,
349523,One of Our Own,,7,1959,,O5165,349508,1,10,
349525,Record of Arrest,,7,1959,,R2631,349508,1,2,
349526,Small Take,,7,1959,,S5432,349508,1,9,
349527,The Bluff,,7,1959,,B41,349508,1,8,
349532,Thin Ice,,7,1959,,T52,349508,1,12,
349534,Word of Honor,,7,1959,,W6315,349508,1,6,
350316,Bride and Groom,,2,1951,,B6353,,,,1951-????
365519,Buick-Electra Playhouse,,2,1959,,B2423,,,,1959-1960
373484,By Popular Demand,,2,1950,,B1463,,,,1950-????
421024,CBS Cartoon Theatre,,2,1956,,C1263,,,,1956-????
422512,CBS Reports,,2,1959,,C1261,,,,1959-????
422570,Harlem: A Self-Portrait,,7,1959,,H6452,422512,,,
422632,The Population Explosion,,7,1959,,P1435,422512,1,2,
422834,CBS Television News,,2,1948,,C1234,,,,1948-1962
422835,CBS Television Quiz,,2,1941,,C1234,,,,1941-1942
422836,CBS Television Workshop,,2,1952,,C1234,,,,1952-????
422837,Careless Love,,7,1952,,C6424,422836,1,2,
422838,Don Quixote,,7,1952,,D523,422836,1,1,
422839,Into the Valley,,7,1952,,I5314,422836,1,3,
422840,My Eyes Have a Cold Nose,,7,1952,,M2124,422836,1,13,
422841,Rainy Day in Paradise Junction,,7,1952,,R5351,422836,1,14,
422842,Riders to the Sea,,7,1952,,R3623,422836,1,12,
422843,Rocket,,7,1952,,R23,422836,1,10,
422844,The Angel Was a Yankee,,7,1952,,A5242,422836,1,4,
422845,The Beggar's Opera,,7,1952,,B2621,422836,1,8,
422846,The Gallows Tree,,7,1952,,G4236,422836,1,11,
422847,The Rose and the Ring,,7,1952,,R2536,422836,1,7,
422848,The Sound Machine,,7,1952,,S5352,422836,1,6,
422849,The Talking Cure,,7,1952,,T4252,422836,1,9,
422850,"Tom Sawyer, the Glorious Whitewasher",,7,1952,,T5263,422836,1,5,
389379,Camel Comedy Caravan,,2,1950,,C5425,,,,1950-????
391310,Camera Three,,2,1955,,C5636,,,,1955-1979
391312,(1958-01-26),,7,1958,,,391310,,,
391313,(1958-11-17),,7,1958,,,391310,,,
391314,(1959-04-19),,7,1959,,,391310,,,
391315,(1959-04-26),,7,1959,,,391310,,,
391351,An Air That Kills,,7,1959,,A6324,391310,4,29,
391356,As I Lay Dying,,7,1956,,A2435,391310,2,6,
391358,Ballads Are News,,7,1959,,B4326,391310,5,2,
391362,Castaways,,7,1957,,C232,391310,,,
391371,E.M. Forster and the Longest Journey,,7,1959,,E5162,391310,4,38,
391372,Emily Dickinson,,7,1956,,E5432,391310,1,7,
391373,Emily Dickinson: Portrait of a Poet,,7,1958,,E5432,391310,3,46,
391380,Garcia Lorca,,7,1958,,G6246,391310,,,
391383,German Culture: Part 3,,7,1957,,G6524,391310,3,9,
391388,How Can One Not Read Stendhal,,7,1957,,H2536,391310,,,
391406,Othello,,7,1955,,O34,391310,,,
391407,Pablo Picasso,,7,1957,,P1412,391310,,,
391412,Rainbow 'Round My Shoulder,,7,1959,,R5165,391310,4,41,
391416,Robert Sherwood Tribute,,7,1957,,R1632,391310,,,
391420,Sketches by Boz,,7,1958,,S2321,391310,3,37,
391425,Stephen Foster and His Music,,7,1955,,S3151,391310,,,
391426,Stop Everything in April,,7,1959,,S3163,391310,4,37,
391444,The Dream of a Ridiculous Man,,7,1956,,D6516,391310,1,1,
391445,"The Eagle, the Tiger and the Fly",,7,1959,,E2432,391310,4,46,
391448,The Forty-Niners,,7,1955,,F6356,391310,,,
391461,The Music of Kurt Weill,,7,1958,,M2126,391310,3,41,
391466,The Rendezvous,,7,1956,,R5321,391310,1,2,
391467,The Story of the Soldier,,7,1957,,S3613,391310,2,28,
391474,What Price Nonsense,,7,1956,,W3162,391310,,,
393878,Campus Corner,,2,1949,,C5126,,,,1949-????
396936,Candid Camera,,2,1948,,C5325,,,,1948-1950
396938,(1950-08-14),,7,1950,,,396936,,,
398943,Capitol Cloak Room,,2,1949,,C1342,,,,1949-1950
399319,Captain Billy's Mississippi Music Hall,,2,1948,,C1351,,,,1948-????
399752,Captain Kangaroo,,2,1955,,C1352,,,,1955-1992
399753,(#1.1),,7,1955,,,399752,1,1,
399755,(1956-01-23),,7,1956,,,399752,,,
399756,(1956-01-24),,7,1956,,,399752,,,
399757,(1956-01-28),,7,1956,,,399752,,,
399758,(1956-06-01),,7,1956,,,399752,,,
399759,(1956-06-02),,7,1956,,,399752,,,
399760,(1956-06-11),,7,1956,,,399752,,,
399761,(1956-06-12),,7,1956,,,399752,,,
399762,(1956-06-13),,7,1956,,,399752,,,
399763,(1956-06-14),,7,1956,,,399752,,,
399764,(1956-06-15),,7,1956,,,399752,,,
399765,(1956-06-16),,7,1956,,,399752,,,
399766,(1956-07-23),,7,1956,,,399752,,,
399767,(1956-08-25),,7,1956,,,399752,,,
399768,(1956-10-09),,7,1956,,,399752,,,
399769,(1956-10-20),,7,1956,,,399752,,,
399770,(1956-12-19),,7,1956,,,399752,,,
399771,(1957-03-02),,7,1957,,,399752,,,
399772,(1957-03-09),,7,1957,,,399752,,,
399773,(1957-04-20),,7,1957,,,399752,,,
399774,(1957-05-06),,7,1957,,,399752,,,
399775,(1957-05-29),,7,1957,,,399752,,,
399776,(1957-06-14),,7,1957,,,399752,,,
399777,(1957-06-20),,7,1957,,,399752,,,
399778,(1957-07-20),,7,1957,,,399752,,,
399779,(1957-07-24),,7,1957,,,399752,,,
399780,(1957-07-29),,7,1957,,,399752,,,
399781,(1957-08-06),,7,1957,,,399752,,,
399782,(1957-08-24),,7,1957,,,399752,,,
399783,(1957-08-31),,7,1957,,,399752,,,
399784,(1957-09-10),,7,1957,,,399752,,,
399785,(1957-09-12),,7,1957,,,399752,,,
399786,(1957-09-14),,7,1957,,,399752,,,
399787,(1957-09-21),,7,1957,,,399752,,,
399788,(1957-09-25),,7,1957,,,399752,,,
399789,(1957-09-26),,7,1957,,,399752,,,
399790,(1957-10-05),,7,1957,,,399752,,,
399791,(1957-10-17),,7,1957,,,399752,,,
399792,(1957-12-06),,7,1957,,,399752,,,
399793,(1957-12-14),,7,1957,,,399752,,,
399794,(1958-01-04),,7,1958,,,399752,,,
399795,(1958-01-11),,7,1958,,,399752,,,
399796,(1958-01-27),,7,1958,,,399752,,,
399797,(1958-02-15),,7,1958,,,399752,,,
399798,(1958-03-22),,7,1958,,,399752,,,
399799,(1958-03-28),,7,1958,,,399752,,,
399800,(1958-03-29),,7,1958,,,399752,,,
399801,(1958-04-23),,7,1958,,,399752,,,
399802,(1958-05-03),,7,1958,,,399752,,,
399803,(1958-05-17),,7,1958,,,399752,,,
399804,(1958-05-20),,7,1958,,,399752,,,
399805,(1958-05-21),,7,1958,,,399752,,,
399806,(1958-05-31),,7,1958,,,399752,,,
399807,(1958-06-06),,7,1958,,,399752,,,
399808,(1958-06-10),,7,1958,,,399752,,,
399809,(1958-06-14),,7,1958,,,399752,,,
399810,(1958-06-17),,7,1958,,,399752,,,
399811,(1958-06-25),,7,1958,,,399752,,,
399812,(1958-10-24),,7,1958,,,399752,,,
399813,(1958-11-25),,7,1958,,,399752,,,
399814,(1958-12-13),,7,1958,,,399752,,,
399815,(1959-01-03),,7,1959,,,399752,,,
399816,(1959-03-07),,7,1959,,,399752,,,
399817,(1959-03-28),,7,1959,,,399752,,,
399818,(1959-04-02),,7,1959,,,399752,,,
399819,(1959-04-10),,7,1959,,,399752,,,
399820,(1959-04-11),,7,1959,,,399752,,,
399821,(1959-04-18),,7,1959,,,399752,,,
399822,(1959-04-22),,7,1959,,,399752,,,
399823,(1959-04-27),,7,1959,,,399752,,,
399824,(1959-04-28),,7,1959,,,399752,,,
399825,(1959-04-29),,7,1959,,,399752,,,
399826,(1959-04-30),,7,1959,,,399752,,,
399827,(1959-05-01),,7,1959,,,399752,,,
399828,(1959-05-02),,7,1959,,,399752,,,
399829,(1959-06-18),,7,1959,,,399752,,,
399830,(1959-07-08),,7,1959,,,399752,,,
399831,(1959-07-16),,7,1959,,,399752,,,
399832,(1959-08-22),,7,1959,,,399752,,,
399833,(1959-09-01),,7,1959,,,399752,,,
399834,(1959-09-04),,7,1959,,,399752,,,
399835,(1959-09-14),,7,1959,,,399752,,,
399836,(1959-09-24),,7,1959,,,399752,,,
399837,(1959-10-03),,7,1959,,,399752,,,
399838,(1959-10-31),,7,1959,,,399752,,,
399839,(1959-11-04),,7,1959,,,399752,,,
399840,(1959-11-14),,7,1959,,,399752,,,
399841,(1959-11-28),,7,1959,,,399752,,,
399842,(1959-12-09),,7,1959,,,399752,,,
400535,Captain Midnight,,2,1954,,C1353,,,,1954-1958
400536,Counterfeit Millions,,7,1954,,C5361,400535,1,8,
400537,Deadly Diamonds,,7,1954,,D3435,400535,1,3,
400538,Death Below Zero,,7,1954,,D3142,400535,1,5,
400539,Doctors of Doom,,7,1955,,D2362,400535,2,4,
400540,Electronic Killer,,7,1954,,E4236,400535,1,2,
400541,Flight Into the Unknown,,7,1955,,F4235,400535,2,10,
400542,Isle of Mystery,,7,1954,,I2415,400535,1,12,
400543,Master Criminal,,7,1955,,M2362,400535,2,6,
400544,Million Dollar Diamond,,7,1956,,M4534,400535,2,12,
400545,Mission to Mexico,,7,1955,,M2535,400535,2,2,
400546,Mountain of Fire,,7,1955,,M5351,400535,2,8,
400547,Murder by Radiation,,7,1954,,M6361,400535,1,1,
400548,Mystery of the Forest,,7,1955,,M2361,400535,1,23,
400549,Operation Failure,,7,1954,,O1635,400535,1,6,
400550,Peril from the Arctic,,7,1955,,P6416,400535,1,26,
400551,Sabotage Under the Sea,,7,1954,,S1325,400535,1,11,
400552,Saboteurs of the Sky,,7,1955,,S1362,400535,1,25,
400553,Secret of Superstition Mountain,,7,1955,,S2631,400535,2,7,
400554,Secret of the Jungle,,7,1954,,S2631,400535,1,10,
400555,Sunken Sapphires,,7,1955,,S5252,400535,2,5,
400556,The Arctic Avalanche,,7,1955,,A6232,400535,1,22,
400557,The Curse of the Pharaohs,,7,1954,,C6213,400535,1,13,
400558,The Deadly Project,,7,1954,,D3416,400535,1,17,
400559,The Deserters,,7,1954,,D2636,400535,1,14,
400560,The Electrified Man,,7,1954,,E4236,400535,1,15,
400561,The Frozen Men,,7,1955,,F625,400535,2,3,
400562,The Human Bomb,,7,1955,,H5151,400535,1,20,
400563,The Human Bullet,,7,1956,,H5143,400535,2,13,
400564,The Invisible Terror,,7,1955,,I5121,400535,1,24,
400565,The Jungle Pit,,7,1955,,J5241,400535,2,9,
400566,The Lost Moon,,7,1954,,L235,400535,1,4,
400567,The Mark of Death,,7,1955,,M6213,400535,1,21,
400568,The Runaway Suitcase,,7,1956,,R5232,400535,2,11,
400569,The Secret Room,,7,1955,,S2636,400535,2,1,
400570,The Walking Ghost,,7,1954,,W4252,400535,1,9,
400571,The Young Criminal,,7,1954,,Y5265,400535,1,16,
400572,Top Secret Weapon,,7,1955,,T1263,400535,1,19,
400573,Touchdown Terror,,7,1955,,T2353,400535,1,18,
400574,Trapped Behind Bars,,7,1954,,T6131,400535,1,7,
443558,"Charlie Wild, Private Detective",,2,1950,,C6431,,,,1950-1952
443559,(#1.1),,7,1950,,,443558,1,1,
443560,Double Trouble,,7,1951,,D1436,443558,,,
451288,Adventure in Java,,7,1953,,A3153,451285,2,6,
460783,Choreotones,,2,1945,,C6352,,,,1945-1946
475196,City Hospital,,2,1951,,C3213,,,,1951-1953
478579,Claudia: The Story of a Marriage,,2,1952,,C4323,,,,1952-????
480300,Climax!,,2,1954,,C452,,,,1954-1958
